"title","external_video_id","video_shortened_id"
"The Celebrity Apprentice Video Blog Week 1","AQdDpJ5nFQo",423
"Who He's Talking About","-R03Hli9cHo",424
"Stand | Hillary Clinton","1p4uWHI6GhE",426
"A Dangerous Vision","00bn0_mlo8I",427
"From The Desk Of Donald Trump: Afghanistan","zPYfdDxt1cI",428
"I Believe | Hillary Clinton","gCRhpJxNabc",429
"Vote for the CENTURY 21 SuperBowl Commercial!","7EI-8CDI8DA",430
"Clip B","V8XvOeVqSTg",431
"Why does watching how-to shows on HGTV relax you? | Quick Question | Hillary Clinton","q98NpCYtB5c",432
"Fighting For You | Hillary Clinton","QfwhI5N95y8",434
"| Hillary Clinton","vgG7vk6gKps",435
"Overnight | Hillary Clinton","ggnVd_IZHzw",436
"Vote March 15 | Hillary Clinton","0E-MxF0aahA",438
"Hillary's Official Campaign Launch: Highlights! | Hillary Clinton","DZuVquSU_Uw",439
"Inequality | Hillary Clinton","d1RbRWc6v5o",440
"Planned Parenthood| Hillary Clinton","EK30NZBx4m4",441
"Hillary Clinton thanks SEIU members for their endorsement | Hillary for Labor | Hillary Clinton","QN5Mjfpngt8",442
"Trade War","adeKc6dbsI0",443
"Donald Trump & Robert Kiyosaki: Midas Touch- Strength of Character","X6QNKmXbYlU",444
"A question about the Girl Scouts | Hillary Clinton","BJRHHSnXDPo",445
"Get Out to Vote - Ohio","JprnzR9KsVo",446
"A Picture for the Mantel | Hillary for New Hampshire | Hillary Clinton","_BdxSCJyiKU",447
"What He Said: Cruz Goes Off on Trump","X7ijs1soY90",448
"Tom Harkin Endorses Hillary Clinton for President in 2016 | Hillary Clinton","hqzI41PmmBc",449
"Stand | Hillary Clinton","hYl69PAeN-4",450
"Life Changing Experience - Donald J. Trump for President","FpkDL3G7AoY",452
"The Same | Hillary Clinton","oxNZ14u7DV8",453
"Get Out To Vote - Connecticut","3TLfvYgPwRo",456
"Fact-Free GOP","JR9_IdQG584",457
"Self Funding Campaign","qMJv83uYfRw",458
"The GOP on Repealing Obamacare... They're All the Same.","a31Piy2Gyhg",459
"Christina Aguilera | Hillary Clinton","4QbR_srfO8w",460
"From The Desk Of Donald Trump: The Republicans must defeat Obama....","fZb9ic7Vuz4",461
"""It Makes Binders Full of Women Seem Quaint""","_IIZaQrzAPE",462
"From The Desk Of Donald Trump 3/1/11","B5Yc78ieF60",463
"From The Desk Of Donald Trump: The Dark Knight Rises","oxyPQ4_Xeqc",464
"Sueños","Sg3sRXJ2sWE",466
"Do you have any family memories that still make you laugh? | Quick Question | Hillary Clinton","9YQx4u_zqlI",467
"New World | Hillary Clinton","g0iEUfedFkM",469
"Trump Lies Review 2","6r2Tq_57oPM",470
"Secure | Hillary Clinton","42N-ixoN5BY",471
"Trump Ocean Club Panama","BMSlAb4RD7M",472
"waterfalldocedit116dl","1I7uFYpxoTk",473
"Trump Park Avenue: Penthouse","8gvcxZk5Bxc",474
"Secretary Hillary Clinton's Opening Statement from the First Democratic Debate | Hillary Clinton","2HkCYLcDB5I",475
"The Celebrity Apprentice 2015 Press Conference","s0q5805aQ8A",476
"Thank you, New York | Hillary Clinton","Z1wRoI-8dhg",477
"The Same | Hillary Clinton","RCpeNaC_ee0",478
"FRIDAY HOT TAKES 4 22 2016","5hCOeGmU-Ko",479
"Una valiente | Hillary Clinton","17-ePkOrYLc",480
"Rough1 1 2 3","S7n70X9eqEI",481
"Trump Lies Rough Cut 2","LeSBrupU9vQ",482
"From The Desk Of Donald Trump 7/18/11","v42x0L3mZD0",483
"Breaking Barriers | Hillary Clinton","2lPtJ92-wqc",484
"PH27 Final 01 13 16","n6jBD8OZDws",485
"From The Desk Of Donald Trump: Gasoline Prices Skyrocketing","nN7KZbKuUzg",486
"Part 2 | The History of ""Women's Rights Are Human Rights"" | Hillary Clinton","XoieqmB5CRs",487
"woodhouse typing","9aebym5V2_4",488
"Standing | Hillary Clinton","vgG7vk6gKps",489
"John Kasich - All Talk No Action Politician","iibsiauLgOo",490
"Hillary For Labor | Hillary Clinton","b38w2dEGbE4",491
"DEBATE 1","W-0E95-qrCQ",492
"Who She Is","takC6hfAew4",493
"Paygap | Hillary Clinton","KCjU6by8F28",494
"Strong For Equal Pay","u-s7tPBzLcU",495
"From The Desk Of Donald Trump 4/21/11","Qx_jb7-N0oA",496
"Stringout2","seyeqv474o4",497
"Paygap | Hillary Clinton","0E-55gx9QLQ",498
"Stood Strong | Hillary Clinton","AF-yqqdKXsI",499
"From The Desk Of Donald Trump: Celebrity Apprentice App","F9sKdyfWPHc",500
"Donald Trump Presidential Announcement Full Speech 6/16/15","q_q61B-DyPk",501
"President Bill Clinton on how Hillary is the leader America needs | Hillary Clinton","5koAaDopBW8",502
"Get Out To Vote - New York","IaVoApJiem0",503
"Trump University Truth","QqfsbQGPLAE",504
"Hillary and supporters in Memphis, Tennessee share a moment about prayer | Hillary Clinton","6H3lsqYgJI4",505
"The Gowdy Interruption","n1s_D0rl0IU",506
"Thom Hartmann","C7WUtWr6juc",507
"Real Life | Hillary Clinton","QxnxeD5LNJQ",508
"""We need more love and kindness"" Hillary Clinton victory speech in South Carolina | Hillary Clinton","nD1QaeeZ-gw",509
"Taking Trey Gowdy at his word?","qjecIfFpRiE",510
"Donald J. Trump 360 Video New York Primary Victory Speech 2016","jHiLFECJWXc",511
"Reverse | Hillary Clinton","1xJuhOiEpM0",512
"Dirty Tricks","3eta0VQRCAo",513
"Cruz String Out","OsK4BQaWkH4",514
"Bully | Hillary Clinton","elEn2NgJSEI",515
"Fighter | Hillary Clinton","l_GYGsIpP54",516
"Breaking Barriers | Hillary Clinton","krqdKZ2twRk",517
"Secretary Hillary Clinton's Opening Statement from the Third Democratic Debate | Hillary Clinton","AY9556iNkno",518
"David Brock's Speech Debunking the Benghazi Committee","GVlRyUI2KCg",519
"NRA Explainer","BUxN4HvKXho",520
"Curbing Gun Violence, Protecting Executive Action","G0QKkSWQVn8",521
"Where Are Trump's Tax Returns?","MHg7sYnMzks",522
"This House | Hillary Clinton","SIMqCjUT4VY",523
"Introducing the Real Jeb!","SOOc9dA7H6w",524
"Friday #HotTakes | 12.03.2015","uF8lMIr0XSc",525
"Jeanne Shaheen Endorses Hillary for America | Hillary Clinton","M0qkGyjIDqc",526
"GOP Love: Happy Valentine's Day","MhdjBSBR--o",527
"Bernie Sanders Crimeria?","AwMjuoNKoD4",528
"From The Desk Of Donald Trump: The Republican Candidates","dj8f2LVXlx8",529
"Great America PAC Strategist Ed Rollins on Lou Dobbs","9KguIc5PuYk",530
"Keith | Hillary Clinton","Fpq39ZEd9kc",531
"Texas - Be a Delegate","JDcvU2I9tMY",532
"Hillary Clinton answers a rabbi's question on ambition and humility | Hillary Clinton","CWS21zYx6J8",533
"Ivanka Trump Radio Spot","bOGD9mvzIi4",534
"""44 boys is too many!"" Little girls write letters to Hillary Clinton | Hillary Clinton","-GzGAW7k2V8",535
"This House | Hillary Clinton","WbeqdXGoAz4",536
"From The Desk Of Donald Trump 7/25/11","XyS8lVjIlMo",537
"Fortitude | Hillary Clinton","lQREquX0dpo",539
"Trump International Golf Links Scotland","LkbPo8_Qd5Y",540
"Vote Tuesday | Hillary Clinton","qDiiYgyTrW4",541
"Hillary Clinton Super Tuesday remarks: we must make America whole | Hillary Clinton","fsR8wK5XqUM",542
"Washington - Mail-in Voting","xRsQvmknWCc",544
"How to Interrupt, By Benghazi Committee Republicans","FxqXHsjNBrE",545
"From The Desk Of Donald Trump: Dick Cheney","yv16CWJqUT4",546
"The GOP Responds to Robotic Rubio","AYfMxE-sVIQ",547
"The Republican Nominee","NJua5CzATyI",548
"Stronger Country | Hillary Clinton","ItNy47cBNgY",549
"Friday #HotTakes | 02.19.2016","mXVA-ALEoxE",550
"Quad City Federation of Labor’s Salute to Labor Event | Hillary Clinton","daEIT2qMRyc",551
"Trump: A Candidate Mom Wouldn't Be Proud Of","opoQMOIrPFU",552
"Brave | Hillary Clinton","oDW6vtqSCtU",553
"Brave | Hillary Clinton","qrPWzavUIzw",556
"Held To A Different Standard?","WAOVWBzRN-k",557
"The Real Agenda of the Benghazi Committee","St3EVx6Tckg",558
"Hillary Clinton speaks about jobs and the economy in Detroit, Michigan | Hillary Clinton","XF7n94S2F3Y",559
"Flint | Hillary Clinton","w1F3pImyGAY",560
"Caucus tonight | Hillary Clinton","fEvYqe9TaKQ",561
"Part 1 | The History of ""Women's Rights Are Human Rights"" | Hillary Clinton","o6VyLiy6bug",562
"Ivanka Trump Grants Linda's Wish","rInhBpLbPjU",563
"Rough Cut Trump Lies Long","ljcPUkeMpVk",564
"Caucus Tonight | Hillary Clinton","aWFay6WxKkg",565
"All The Good | Hillary Clinton","OBfMLlGV7WU",566
"Hillary Is Qualified","qaegVgQAKms",567
"Friday #HotTakes | 01.29.2016","tFkOF1J97Cc",568
"What's it like to watch football with your family? | Quick Question | Hillary Clinton","eXounWx4InY",569
"Brave | Hillary Clinton","Mz7ITku5GQ0",570
"Hillary Clinton: ""I'm the one they don't want""","G3pG_C9wFTk",571
"Friday #HotTakes  | 11.20.2015","8XVkU4U_saw",572
"Ed Rollins on Fox News discussing Great America PAC","u4p90xqFsmo",573
"Donald Trump & Robert Kiyosaki: Midas Touch- Focus","8mFKAzjanWk",574
"The Letter | Hillary Clinton","1_PGGFGigfQ",576
"A president who brings America together | Hillary Clinton","3T6jF3XW1uU",577
"Trump: Grand Old Party 2015","VWDLcm8ryiM",578
"Stand | Hillary Clinton","rh1SB6qkL5w",579
"Caucus Tonight | Hillary Clinton","W28j0j6Hlo4",580
"Eric Beach on CNN 2016","HUiWd6jWBuU",581
"She Can Be Anything | Hillary Clinton","FxaY-eV7_gE",582
"Una Bandera | Hillary Clinton","xqSMtoPC7uw",583
"Incredible | Hillary Clinton","HUzuk-GzZuc",584
"From The Desk Of Donald Trump: Oscars' Biggest Losers","v6uLhYH2EkA",585
"Love and Kindness | Hillary Clinton","GHp69F7vrLU",586
"The GOP on Muslims: Cut It Out","hEQj4f4im_M",587
"Smart Leadership | Hillary Clinton","ubuQiwxLYMw",588
"Tom Harkin Endorses Hillary Clinton for President in 2016 | Hillary Clinton","EjnnRgavk5E",589
"A Gaffe","SzFUEBm6WRI",590
"Gender Card | Hillary Clinton","Udti3PS1ppQ",591
"Self Funding","O87ix4cVz5g",592
"Planned Parenthood | Hillary Clinton","jqdqgDFB_BQ",593
"The Donald Trump Guarantee! #GOPDebate Edition","gFea2DvlHdg",594
"Trump International Hotel & Tower Chicago","pDSsUF7gIv4",595
"Hillary's Campaign Kick-off Trip to Iowa in 100 Seconds","3Nc8OxgF1lI",596
"President Bill Clinton asks Oklahomans to get out the vote | Hillary Clinton","D9bw_JWRPrM",597
"Hillary's Message to Survivors of Sexual Assault | Hillary Clinton","sQ7543nJngk",598
"Hillary Clinton at the 2015 U.S. Conference of Mayors | Hillary Clinton","j5Xv80YydnI",599
"Hillary Clinton GOTV | Hillary Clinton","Iup7LazaMsg",600
"Friday #HotTakes | 03.11.2016","qKUodP771Ls",601
"Rubio Gives Up","YKuEhQckQps",602
"From The Desk Of Donald Trump 4/28/11","oo1BLSf02Zo",603
"From The Desk Of Donald Trump: China Is Laughing...","Iyae36yHp54",604
"FRIDAY HOT TAKES 4 15 2016","G0mn3wYKA_c",605
"Dorothy | Hillary Clinton","kNLwH8AEa7Q",606
"Congressman Luis Gutiérrez on Hillary Clinton's support for immigration reform | Hillary Clinton","pNFNhhNioNo",607
"Donald Trump's Super Tuesday","DLs97oFrmsk",608
"""Woman Card""","OnrHrJroYjU",609
"Bernie Sanders and the Gun Lobby","dJ60aJxlufI",610
"New Obama Video","-AxNgZr23tE",611
"Broken | Hillary Clinton","SZW4ZYb1hfE",612
"The GOP's Anti-Muslim Rhetoric","nbY-GBL3m9g",613
"Better | Hillary Clinton","3AD7qpdqyvo",614
"The fight for LGBT equality is not over | Hillary Clinton","nRw_lwKUCMw",615
"The GOP on Gay Marriage... They're All the Same.","NeofExAKC7M",616
"Great America PAC Co-Chairman Eric Beach on Fox 11","zDKatlQ9IRY",617
"If You Vote | Hillary Clinton","4LyINIjYJCc",618
"Mr. Trump's 757","UZq3iCn2y74",619
"Thank You from a Student Parent Raising Children while in College | Hillary Clinton","vAgIN0rM0uw",620
"Our First-Ever Friday #HotTakes!","oSj-a3acfo4",621
"Stage","oLo0Jwj03JU",622
"The Best (Or Worst) Moments From The GOP Debate","zQMsmnqH-Io",623
"Hillary Clinton GOTV  | Hillary Clinton","fBWROcPeZpU",624
"Olivia | Hillary Clinton","8QFSXdvHD14",625
"Bernie Sanders: Unabashed Obamacare Critic","AoZq7LLkOr8",626
"Together | Hillary Clinton","K7Dn-4LDUw4",627
"College Debt | Hillary Clinton","3hnXc7rbG30",628
"Live from Iowa: Launch Party with Hillary | Hillary Clinton","KWYP1saPKVg",629
"Fox and Friends - Ed Rollins - Great America PAC","zGlpekn0Onc",630
"Friday #HotTakes | 03.4.2016","awUl0NdmKD0",631
"From The Desk Of Donald Trump 6/1/11","SL1PUpB6oaA",632
"Deeply Disappointed?","aYKhKesMS5w",634
"Valentía | Hillary Clinton","_tkgM3N8IYg",635
"Vote March 15 | Hillary Clinton","a020uM1HjWY",636
"Caucus March 5 | Hillary Clinton","_6_9tzxuK-E",637
"Ivanka Trump - Get Out To Vote South Carolina","T1qp7j0fb9g",638
"RADIO 1 LA March 5th","m4eKxeJu33E",639
"Congressman John Lewis speaks about voting rights | Hillary Clinton","sT8pS-6HkZI",640
"Easy As 1,2,3 | Hillary Clinton","7d-h_hFZuzU",641
"Senator Cory Booker takes over Hillary's Snapchat account | Hillary Clinton","PKhg-Cgd2tM",642
"Clip A","-2FM9TJdBYk",643
"Hillary Wins Iowa","UdGE9JekkNo",644
"Breaking Barriers | Hillary Clinton","__QyQCgTeKU",645
"Shamed | Hillary Clinton","3VFrVmt6Tww",646
"Vander Plaats' GOP","Hxzr06UeL3Y",647
"The GOP on Supporting Trump... They're All the Same.","CCVVJMD87ns",648
"Epidemic | Hillary Clinton","dLnFbypm1pM",649
"Hillary Highlights from the Democratic Debate","r5N9u-ZP8sg",650
"It's Your Party, You Can Cry If You Want To","qeYHCikU1zc",651
"NRA Explainer","ih9l9LIGvwM",653
"Doubled | Hillary Clinton","zdbd9W_PdoA",654
"Cruz Control","V4wZf6DW8fQ",655
"From the Desk of Donald Trump: Obamacare","NwHrBlOAA6I",657
"GOP Tax Plans: Same Old Story","4tzIuvsjewU",658
"From The Desk Of Donald Trump: Will Smith","oV8vjFDVzhk",659
"stringout","caD7NJYhJDc",660
"Decision | Hillary Clinton","9smigc2Za6o",661
"Believer | Hillary Clinton","uw76aZxGV2Q",662
"It's Your Party, You Can Cry If You Want To","ItDRAg4DgZQ",663
"From The Desk Of Donald Trump: President Obama's Dismal Record","UXAJX3cBHQo",664
"To: #‎USWNT‬","98llaBhhuUE",665
"Get Out To Vote - Idaho","Hf7xmPbEAqE",666
"Carole King addresses the people of Salem | Hillary Clinton","AM-_AGEJwMQ",667
"Donald Trump & Robert Kiyosaki: Midas Touch- The Little Things","QQtqGKMDiEY",668
"Cheryl | Hillary Clinton","3MAUuuxNkEM",669
"Defend | Hillary Clinton","IDJnpeEj9i4",670
"The Same | Hillary Clinton","J8h7V261UQg",671
"Ivanka Trump Spring 2013 Collection Photo Shoot","H5RklYOMyyU",672
"Get Out To Vote - Arkansas","MKOmS596sR8",673
"Bernie: ""We're Not Republicans""","IJ093tk4s0o",674
"Iowa Caucus For Hillary","Zz97YvPl_WQ",675
"Ladders | Hillary Clinton","uTFFaWMqHUw",676
"GOP Debate: It's A Brawl!","j2iBKsTZYj8",677
"Oklahoma | Hillary Clinton","zny0SBILTCg",678
"From The Desk Of Donald Trump- My Desk","5EzDR1YUs7Q",679
"Get Out To Vote - Colorado","6xtBedRrRhA",680
"2nd Amendment - Donald J. Trump for President","HK72oYplI1g",681
"Bernie Sanders Praises Bill Clinton","C9EWyRGVf_o",682
"Corrupt Marco - TV Spot","_pvirKqHy1g",683
"Donald Trump Jr. and Eric Trump ALS Ice Bucket Challenge","_l-C6Cpkd10",684
"David Brock 1","9duPNUSI5uQ",685
"Renée Elise Goldsberry sings the national anthem at Harlem organizing event | Hillary Clinton","mBMfZTFipz0",686
"Hillary meets a little Hillary | Big Questions, Little Supporters | Hillary Clinton","lrmpq91B0HQ",687
"Why is Zach Wahls, Iowan and LGBT activist, a Hillary supporter? | Hillary Clinton","gZVbkRSiQ1w",688
"Trump Park Avenue, Penthouse 27","n6jBD8OZDws",689
"Chairman Beach on CNN","XOGCzP26Zno",690
"Awesome | Hillary Clinton","2wDcKPnbgfQ",691
"The GOP's Crisis of Faith","LC4zMYjFPTo",692
"Real Progress  | Hillary Clinton","DMioVnFc-z4",693
"From The Desk Of Donald Trump: China","lLIrk55EKPI",694
"Dorothy con subtítulos | Hillary Clinton","oQe18rM4gRM",695
"Trump International Realty: 38-44 Warren Street #7C","UN4N5Nm7Llg",696
"When this woman had emergency surgery, the Affordable Care Act saved her life | Hillary Clinton","qNzyaVjbKjg",697
"The water crisis in Flint | Hillary Clinton","9rki_3VEJ5w",698
"Marco Rubio's 3-2-1 Strategy Fail","hwgxpe4Lhuo",700
"Trump Wants Guns in Schools, Clinton Wants to End Gun Violence","qO73hLFiHCY",701
"Peppers!","nR0O26FYZdI",702
"Shamed & Blamed | Hillary Clinton","0O-UirV_cTM",703
"Join the Movement: Women for Hillary | Hillary Clinton","p5w50DSCI5s",704
"Chairman Rollins on Fox and Friends","PSV_yzCzbg0",705
"Strong For Comprehensive Immigration Reform","N8whvqPI9jc",706
"March 1 Primary | Hillary Clinton","Cq_s98rC1X0",708
"Media Roundup: Bernie Sanders Calls Hillary ""Unqualified"" to be President","L0mCEyPg1VY",709
"Eric Beach on Fox and Friends discussing Donald Trump","6sPr7JZ1u-k",710
"The Celebrity Apprentice Live Finale This Sunday...","daJ20bFQpM4",711
"The Deck Is Still Stacked","8aDRZ0akDJY",712
"Progress Together MN | Hillary Clinton","xflegcCZ3F8",713
"Breaking Barriers | Hillary Clinton","Kg_zovwWK24",715
"50th Anniversary of the Voting Rights Act | Hillary Clinton","2UHJjZhMPJM",716
"Hillary Clinton Channel Trailer | Hillary for America | Hillary Clinton","mTLRRGiMyJA",717
"Marco Rubio - Another Dishonest Politician","5HrkY-x4S9s",718
"Party of the Past","ZkkHqOegzzk",719
"Easy as 1, 2, 3 | Hillary Clinton","6DBZULxEvdk",720
"Easy as 1, 2, 3 | Hillary Clinton","oE7ltdxC4S4",722
"Real progress now | Hillary Clinton","MKKjGW4fVcU",723
"Rubioverload","HbeLUDL4zpU",724
"Guy Cecil on ""With All Due Respect"" 3/23/16","ZhweQDe5aqE",725
"US Women's Chamber of Commerce endorsement | Hillary Clinton","3-dOWUi4Fj0",726
"Mother's Day","qqnvSkoAsHU",727
"Fortitude | Hillary Clinton","rM77go9nhrQ",728
"Trump: Poll Tested, GOP Approved","O0L8Ds0nODM",730
"Chairman Beach on Lou Dobbs, 5/19","I4nuukdiNfU",731
"Wind Turbines","frBR64H2bTw",732
"300 | Hillary Clinton","pqobFE4I4PA",733
"The Same | Hillary Clinton","k6igb7UH4ac",734
"Punishment","EbfH9pQJWKY",735
"From The Desk Of Donald Trump: Time To Get Tough Book Signing","ou3cBk5tli4",736
"100 Days until the Iowa Caucus | Hillary Clinton","NAHhggevJm0",737
"Goodbye Don Francisco and Sabado Gigante | Hillary Clinton","lsCWDMXis0o",738
"Planned Parenthood endorses Hillary Clinton | Hillary Clinton","ENfEKHnbInA",739
"Get Out To Vote - Texas","DGg0cLKrzLk",740
"Our community | Hillary Clinton","iQaGrZ4WIfI",741
"Bernie Sanders Fear of Immigrant Labor","L0hOKw6C1VQ",742
"Drug Epidemic","OfWidZH0xBs",743
"Celebrating the Nevada Caucus victory | Hillary Clinton","TqrwDMTByNM",746
"Virginia Debate Watch Party","nuQPWkotlmk",747
"Bernie Sanders... #ImWithHer","gMvn5FcVdJk",748
"Hillary Highlights from the New Hampshire Town Hall","AL3wAncIHIk",749
"NRA Explainer","RnD4SnJXg2s",750
"Get Out to Caucus - Hawaii","RhNJLFaSRQQ",751
"The Most Important Caucus | Hillary Clinton","ImaasRN0BJQ",752
"Hillary on the Trail | Hillary Clinton","FVObXebG9sc",755
"Trump Golf Links, Ferry Point Grand Opening","gua0pVYIuCU",756
"The Celebrity Apprentice Video Blog Week 2","0PFJ5MpcQoE",757
"A special lunch with Hillary | Hillary Clinton","RG9rPxT86Go",758
"Johnson Controls | Hillary Clinton","GIssKIHfUAI",759
"Donald Trump's Ceiling Continues to Grow in the Republican Primary","29lRW6Iwaws",760
"Caucus March 5 | Hillary Clinton","RbDClbJXp0o",761
"Where Are Trump's Tax Returns?","MftjfAkFKXI",763
"Thom Hartmann","_cEyHOiv2R0",764
"Inequality | Hillary Clinton","6yV3SedvGGQ",765
"Rubio South Carolina","9AKz8citpyQ",766
"Rollins FBN 05 11 2016 23 16 39","9KguIc5PuYk",767
"New World | Hillary Clinton","srJo8x_2xjI",768
"From The Desk Of Donald Trump 4/15/11","KLMusUa0vSI",769
"Vote March 8 | Hillary Clinton","iI9powcFBRw",770
"Lena Dunham | Hillary Clinton","xhjkIZsYcKQ",771
"Trump National Golf Club- Westchester","dXPZ7gXICL8",772
"Fighting For You | Hillary Clinton","WBv38lAqkH4",773
"Gov. Granholm Takes on Ted Cruz's Extreme Rhetoric","_TL5-Jwn8r0",774
"Angelina | Hillary Clinton","QTNVLkrZrdQ",775
"Support and Stand with Planned Parenthood | Hillary Clinton","Xq1_WjeNOCM",776
"Rubio Rave Remix (feat. A. Cooper)","QTA1qL-cpbU",777
"Brave | Hillary Clinton","MO4OAszUcbM",778
"Her Fight | Hillary Clinton","AfXujV3OV_8",779
"Ladders | Hillary Clinton","x9BDtCNXxpM",780
"Donald Trump's ""Foreign Policy"" Experience","Xu5vfaZdefQ",781
"Happy Father's Day!","K2IKGxp4TO0",782
"New York | Hillary Clinton","Wmzc0hvB-oY",783
"Brave | Hillary Clinton","26zFKcQKz6k",784
"Hillary Clinton Wins Another #GOPDebate","_Q0tUBqTCUU",786
"Super PAC Fact Check","rjrhM5LEpr4",787
"""That's Our Gal"" | Hillary Clinton","Ij4Mf2eSyG4",789
"Epidemic | Hillary Clinton","wPJNqeCm9iM",790
"This House | Hillary Clinton","aD3J_Pw-f5k",792
"Fading Expectations","-MLVmicjAzI",793
"Senator Jeanne Shaheen Endorses Hillary Clinton for President | Hillary Clinton","35wjxYNu8BM",794
"Get Out To Vote - West Virginia","uKYQ6M3PHh0",795
"Get Out To Vote - Delaware","ARDaGQ9Qhus",796
"Gender Card | Hillary Clinton","nt9rRImDR9U",797
"Mothers of the Movement | Hillary Clinton","oHDEsIklvjs",798
"Jeb Multicultural Convenience","QGxRAdli6uw",799
"Joe Scarborough on Marco Rubio: “He Just Lied”","2GFLtT9SWcI",800
"Trump Park Avenue: Residence 8A","0g9fz-Zk7wk",801
"Lawrence O'Donnell","KgWRReIe_1A",802
"From The Desk Of Donald Trump 6/14/11","ECgStZe-R-I",803
"Friday #HotTakes | 03.18.2016","i1uPGBCVRhw",804
"This House NV | Hillary Clinton","FsqF1vTajIk",806
"Behind the Scenes of The Ivanka Trump Collection Photo Shoot","pZ5Os28RQ-o",807
"Two Words | Hillary Clinton","6tdbuVcb89Y",808
"What Does Hillary Think of the Other Candidates?","sdxFFg_HIgA",809
"Hillary Clinton: We Should Make It Easier to Vote","Fl6XFatFTjs",810
"Clip D","OSVsYi1FL-Y",811
"Reverse | Hillary Clinton","0q87wZBs93Y",812
"From The Desk Of Donald Trump 3/14/11","0bPuciRw04U",813
"The Establishment","ieOaXjlV6Uc",814
"Ignoring Progress","PtfTiWRzSow",815
"Hillary's Fight Against Citizens United | Hillary Clinton","oABt-UqdUDw",816
"Hillary Calls for Gun Violence Prevention Reform | Hillary Clinton","X-D3_35Jbaw",817
"Inequality | Hillary Clinton","pvMzVheEipc",818
"Friday #HotTakes | 12.11.2015","cZdJsLCDd_8",819
"Donald Trump Doesn't Know the Meaning of Great","SbbtAOosC7g",820
"Have you ever won a drinking competition? | Quick Question | Hillary Clinton","75x6nb5NqYM",821
"Connar's Story | Hillary Clinton","0K6Jj-IiyB0",822
"Friday #HotTakes | January 8, 2016","VXBFciXg__I",823
"Hands Down | Hillary Clinton","6YTSniDAqo8",824
"Ed Rollins Mentioned on Fox and Friends 5 20","e8ib9lnR3QE",825
"""Getting Started"" supporters: Sean | One year since launch | Hillary Clinton","5GM3cguzWGU",826
"The Same | Hillary Clinton","prbiwqfuw84",827
"Jeb Can Fix It!","w0QgoFt-LfQ",830
"Donald Trump Doesn't Know the Meaning of Great","UNxcImQ7SPk",831
"Dangerous Plans","FaZyDp44HEc",832
"One Week Down, 26 To Go!","IniQ-97rKbg",833
"Reactions to McCarthy's Gaffe","-5VUmlZFGaY",834
"Hillary Clinton addresses an overflow room of supporters in Atlanta | Hillary Clinton","LIm-WTuiBRM",835
"Get Out To Vote - Oklahoma","Gh2V-UB1I8g",836
"Caucus Saturday | Hillary Clinton","1UclJDGtzmo",837
"Rough2","mAMcgvOT_Ws",838
"Friday #HotTakes: HOLIDAY EDITION | 12.18.2015","qSvyahBddCk",839
"Meet the Trumps","wBnBcqNJQtc",840
"Hillary Clinton delivers remarks at Michigan Democratic Party reception | Hillary Clinton","IEobNC8d6M4",841
"Get Out To Vote - Minnesota","WyvbMUoFhwU",842
"Priorities USA Action: ""Olive""","UPWn42KXG9M",843
"""We need you"" says President Bill Clinton to volunteers | Hillary Clinton","LMkFYNolhyM",844
